46.87
52.47
58.67
46.19
48.13
53.31
45.03
47.9
46.59
49.02
48.26
46.09
48.85
45.58
48.82
46.03
48.31
49.01
46.53
47.95
45.55
48.59
48.84
46.06
48.28
49.02
46.56
47.92
49.13
48.26
48.85
45.58
46.03
48.28
47.52
48.31
49.01
46.53
47.52
49.16
47.49
47.07
49.13
45.58
48.61
48.82
46.03
49.01
49.02
48.26
53.11
46.75
48
51.54
45.55
52.33
45.63
53.19
46.75
52.44
54.19
48
51.54
53.76
46.82
52.39
49.68
49.68
50.73
47.02
49.15
45.55
50.91
47.78
48.5
50.97
48.46
47.83
47.83
50.76
49.62
46.36
50.5
46.03
48.31
49.01
46.53
47.95
46.06
48.28
46.56
47.92
47.52
49.16
47.49
